timestamp,train_id,track_section,signal_voltage,vibration_hz,speed_kmh,temperature_celsius
2026-06-05T01:00:42.314422,TRAIN_022,SECTION_A,239.71,47.29,94.77,28.01
2026-06-05T01:01:42.314422,TRAIN_044,SECTION_F,236.5,55.86,80.75,39.42
2026-06-05T01:02:42.314422,TRAIN_025,SECTION_G,239.89,54.06,111.13,38.23
2026-06-05T01:03:42.314422,TRAIN_049,SECTION_H,223.36,40.53,70.91,30.19
2026-06-05T01:04:42.314422,TRAIN_027,SECTION_G,222.88,49.0,76.8,33.92
2026-06-05T01:05:42.314422,TRAIN_042,SECTION_F,230.07,56.59,70.64,31.14
2026-06-05T01:06:42.314422,TRAIN_028,SECTION_I,232.77,54.75,93.83,28.62
2026-06-05T01:07:42.314422,TRAIN_016,SECTION_C,223.42,48.24,66.7,31.52
2026-06-05T01:08:42.314422,TRAIN_015,SECTION_F,237.21,54.7,71.36,30.25
2026-06-05T01:09:42.314422,TRAIN_047,SECTION_D,230.64,51.02,100.71,26.65
2026-06-05T01:10:42.314422,TRAIN_044,SECTION_B,228.22,58.25,156.34,35.09
2026-06-05T01:11:42.314422,TRAIN_003,SECTION_A,232.04,51.74,104.59,34.02
2026-06-05T01:12:42.314422,TRAIN_037,SECTION_A,232.7,48.01,66.26,39.29
2026-06-05T01:13:42.314422,TRAIN_007,SECTION_J,220.86,57.26,95.13,37.41
2026-06-05T01:14:42.314422,TRAIN_021,SECTION_C,240.0,41.0,119.87,31.87
2026-06-05T01:15:42.314422,TRAIN_009,SECTION_D,227.28,58.01,70.43,34.93
2026-06-05T01:16:42.314422,TRAIN_039,SECTION_B,221.23,53.93,75.67,35.72
2026-06-05T01:17:42.314422,TRAIN_018,SECTION_A,237.05,58.81,113.91,43.35
2026-06-05T01:18:42.314422,TRAIN_004,SECTION_D,239.86,45.01,97.58,44.63
2026-06-05T01:19:42.314422,TRAIN_025,SECTION_G,236.33,53.9,89.55,41.31
2026-06-05T01:20:42.314422,TRAIN_014,SECTION_J,237.04,56.19,93.76,36.24
2026-06-05T01:21:42.314422,TRAIN_050,SECTION_F,232.52,54.04,77.73,43.56
2026-06-05T01:22:42.314422,TRAIN_009,SECTION_F,238.45,44.21,111.32,28.56
2026-06-05T01:23:42.314422,TRAIN_026,SECTION_I,220.71,45.51,104.72,38.93
2026-06-05T01:24:42.314422,TRAIN_002,SECTION_B,235.33,51.33,98.55,34.21
2026-06-05T01:25:42.314422,TRAIN_020,SECTION_D,233.41,48.94,115.9,27.89
2026-06-05T01:26:42.314422,TRAIN_028,SECTION_E,220.99,54.7,94.69,26.5
2026-06-05T01:27:42.314422,TRAIN_047,SECTION_A,230.88,47.57,90.71,34.61
2026-06-05T01:28:42.314422,TRAIN_007,SECTION_H,230.3,57.19,118.54,29.78
2026-06-05T01:29:42.314422,TRAIN_044,SECTION_H,233.83,48.64,72.36,30.01
2026-06-05T01:30:42.314422,TRAIN_008,SECTION_F,221.55,40.8,68.52,31.4
2026-06-05T01:31:42.314422,TRAIN_047,SECTION_E,236.11,40.35,69.74,39.37
2026-06-05T01:32:42.314422,TRAIN_035,SECTION_H,222.79,52.93,119.37,28.28
2026-06-05T01:33:42.314422,TRAIN_014,SECTION_C,228.37,50.81,99.14,39.35
2026-06-05T01:34:42.314422,TRAIN_017,SECTION_C,237.63,50.85,78.36,40.65
2026-06-05T01:35:42.314422,TRAIN_036,SECTION_B,231.21,55.8,74.94,36.89
2026-06-05T01:36:42.314422,TRAIN_050,SECTION_E,227.59,47.51,63.4,29.95
2026-06-05T01:37:42.314422,TRAIN_040,SECTION_C,220.96,59.91,67.92,26.03
2026-06-05T01:38:42.314422,TRAIN_004,SECTION_C,233.45,58.91,114.49,72.38
2026-06-05T01:39:42.314422,TRAIN_002,SECTION_F,239.73,40.26,104.84,41.95
2026-06-05T01:40:42.314422,TRAIN_006,SECTION_H,238.24,57.91,116.49,27.04
2026-06-05T01:41:42.314422,TRAIN_042,SECTION_B,234.35,53.61,85.42,39.9
2026-06-05T01:42:42.314422,TRAIN_004,SECTION_D,222.11,50.04,96.07,34.36
2026-06-05T01:43:42.314422,TRAIN_029,SECTION_G,224.79,51.65,89.02,42.98
2026-06-05T01:44:42.314422,TRAIN_018,SECTION_A,223.74,56.84,112.88,32.12
2026-06-05T01:45:42.314422,TRAIN_026,SECTION_A,227.11,59.02,119.48,39.09
2026-06-05T01:46:42.314422,TRAIN_044,SECTION_J,224.71,51.21,115.97,39.8
2026-06-05T01:47:42.314422,TRAIN_034,SECTION_G,224.89,43.63,95.88,28.97
2026-06-05T01:48:42.314422,TRAIN_010,SECTION_G,232.33,52.8,63.71,28.16
2026-06-05T01:49:42.314422,TRAIN_036,SECTION_A,226.37,41.52,97.05,26.85
2026-06-05T01:50:42.314422,TRAIN_014,SECTION_A,233.54,52.7,65.82,39.03
2026-06-05T01:51:42.314422,TRAIN_031,SECTION_D,238.96,56.17,68.33,35.96
2026-06-05T01:52:42.314422,TRAIN_048,SECTION_E,232.77,47.07,71.48,26.73
2026-06-05T01:53:42.314422,TRAIN_015,SECTION_E,235.03,41.42,81.81,31.17
2026-06-05T01:54:42.314422,TRAIN_008,SECTION_D,235.03,53.84,95.51,27.85
2026-06-05T01:55:42.314422,TRAIN_014,SECTION_H,226.61,46.79,80.01,26.85
2026-06-05T01:56:42.314422,TRAIN_023,SECTION_G,220.3,44.98,87.14,30.98
2026-06-05T01:57:42.314422,TRAIN_040,SECTION_I,221.1,53.78,62.84,26.93
2026-06-05T01:58:42.314422,TRAIN_021,SECTION_G,225.64,59.39,97.19,30.2
2026-06-05T01:59:42.314422,TRAIN_016,SECTION_J,233.79,54.91,99.42,36.05
2026-06-05T02:00:42.314422,TRAIN_045,SECTION_A,238.13,49.83,65.96,36.22
2026-06-05T02:01:42.314422,TRAIN_018,SECTION_G,239.18,52.01,107.11,28.36
2026-06-05T02:02:42.314422,TRAIN_047,SECTION_A,220.52,42.85,98.85,28.82
2026-06-05T02:03:42.314422,TRAIN_024,SECTION_G,239.8,56.26,89.38,42.1
2026-06-05T02:04:42.314422,TRAIN_026,SECTION_J,226.45,52.09,93.17,28.34
2026-06-05T02:05:42.314422,TRAIN_025,SECTION_H,236.86,59.32,90.18,25.91
2026-06-05T02:06:42.314422,TRAIN_045,SECTION_I,223.61,59.59,63.23,29.9
2026-06-05T02:07:42.314422,TRAIN_041,SECTION_C,221.26,47.09,104.11,36.53
2026-06-05T02:08:42.314422,TRAIN_029,SECTION_D,227.57,59.77,90.71,25.14
2026-06-05T02:09:42.314422,TRAIN_015,SECTION_D,237.18,59.14,70.37,44.7
2026-06-05T02:10:42.314422,TRAIN_045,SECTION_I,224.42,52.8,100.84,29.61
2026-06-05T02:11:42.314422,TRAIN_001,SECTION_G,223.08,46.67,101.7,29.76
2026-06-05T02:12:42.314422,TRAIN_025,SECTION_C,238.2,55.07,72.81,39.77
2026-06-05T02:13:42.314422,TRAIN_007,SECTION_J,238.77,45.42,107.79,29.96
2026-06-05T02:14:42.314422,TRAIN_009,SECTION_E,220.25,52.6,87.39,32.92
2026-06-05T02:15:42.314422,TRAIN_024,SECTION_G,234.55,40.49,70.84,35.88
2026-06-05T02:16:42.314422,TRAIN_001,SECTION_H,226.18,52.57,99.46,25.44
2026-06-05T02:17:42.314422,TRAIN_044,SECTION_A,227.49,59.03,95.8,41.75
2026-06-05T02:18:42.314422,TRAIN_008,SECTION_B,229.38,44.7,70.22,35.24
2026-06-05T02:19:42.314422,TRAIN_024,SECTION_G,228.54,55.56,112.34,31.26
2026-06-05T02:20:42.314422,TRAIN_011,SECTION_B,230.3,45.87,111.27,33.0
2026-06-05T02:21:42.314422,TRAIN_017,SECTION_G,231.65,54.16,110.17,26.12
2026-06-05T02:22:42.314422,TRAIN_008,SECTION_I,229.31,54.0,83.95,39.36
2026-06-05T02:23:42.314422,TRAIN_035,SECTION_B,234.03,43.69,109.48,35.79
2026-06-05T02:24:42.314422,TRAIN_035,SECTION_G,234.37,51.94,110.69,43.28
2026-06-05T02:25:42.314422,TRAIN_033,SECTION_D,228.81,57.18,119.79,34.28
2026-06-05T02:26:42.314422,TRAIN_005,SECTION_B,222.85,47.65,117.46,41.57
2026-06-05T02:27:42.314422,TRAIN_042,SECTION_G,232.81,54.21,82.97,28.77
2026-06-05T02:28:42.314422,TRAIN_039,SECTION_E,235.46,53.49,71.89,26.13
2026-06-05T02:29:42.314422,TRAIN_041,SECTION_A,232.76,45.15,77.55,43.97
2026-06-05T02:30:42.314422,TRAIN_028,SECTION_E,231.76,58.37,89.69,30.14
2026-06-05T02:31:42.314422,TRAIN_007,SECTION_C,224.59,51.27,108.33,41.67
2026-06-05T02:32:42.314422,TRAIN_009,SECTION_G,232.9,47.11,103.38,30.15
2026-06-05T02:33:42.314422,TRAIN_008,SECTION_F,226.7,43.29,107.26,28.12
2026-06-05T02:34:42.314422,TRAIN_012,SECTION_H,238.39,49.47,82.8,39.65
2026-06-05T02:35:42.314422,TRAIN_034,SECTION_E,233.07,54.6,74.81,40.57
2026-06-05T02:36:42.314422,TRAIN_033,SECTION_B,225.56,52.47,61.45,41.87
2026-06-05T02:37:42.314422,TRAIN_048,SECTION_I,229.46,54.54,97.57,42.3
2026-06-05T02:38:42.314422,TRAIN_023,SECTION_H,236.93,55.84,107.7,34.66
2026-06-05T02:39:42.314422,TRAIN_024,SECTION_F,226.71,48.82,113.35,33.0
2026-06-05T02:40:42.314422,TRAIN_037,SECTION_J,230.51,50.4,88.57,40.02
2026-06-05T02:41:42.314422,TRAIN_035,SECTION_G,233.59,59.73,115.66,36.39
2026-06-05T02:42:42.314422,TRAIN_044,SECTION_I,235.09,59.36,72.14,44.31
2026-06-05T02:43:42.314422,TRAIN_040,SECTION_G,223.48,48.3,90.86,32.52
2026-06-05T02:44:42.314422,TRAIN_022,SECTION_C,231.3,53.7,72.83,25.86
2026-06-05T02:45:42.314422,TRAIN_027,SECTION_F,238.24,45.35,71.28,36.79
2026-06-05T02:46:42.314422,TRAIN_035,SECTION_G,239.37,43.05,117.2,32.07
2026-06-05T02:47:42.314422,TRAIN_001,SECTION_B,233.12,55.37,109.06,31.85
2026-06-05T02:48:42.314422,TRAIN_035,SECTION_C,239.67,48.72,60.71,36.29
2026-06-05T02:49:42.314422,TRAIN_037,SECTION_D,231.41,43.54,76.11,43.44
2026-06-05T02:50:42.314422,TRAIN_047,SECTION_J,228.85,55.18,72.31,30.34
2026-06-05T02:51:42.314422,TRAIN_014,SECTION_F,231.03,58.3,68.83,32.59
2026-06-05T02:52:42.314422,TRAIN_003,SECTION_A,222.31,58.67,101.84,42.82
2026-06-05T02:53:42.314422,TRAIN_001,SECTION_I,228.03,51.93,94.01,42.9
2026-06-05T02:54:42.314422,TRAIN_005,SECTION_E,229.17,49.59,87.24,29.69
2026-06-05T02:55:42.314422,TRAIN_026,SECTION_G,236.97,42.84,71.37,39.13
2026-06-05T02:56:42.314422,TRAIN_014,SECTION_I,235.17,55.86,76.66,33.31
2026-06-05T02:57:42.314422,TRAIN_039,SECTION_I,232.03,58.91,81.37,43.72
2026-06-05T02:58:42.314422,TRAIN_027,SECTION_A,226.95,57.79,107.13,39.64
2026-06-05T02:59:42.314422,TRAIN_009,SECTION_A,223.74,55.04,119.35,34.89
2026-06-05T03:00:42.314422,TRAIN_015,SECTION_C,226.96,40.09,71.04,41.35
2026-06-05T03:01:42.314422,TRAIN_015,SECTION_F,233.6,48.16,80.49,44.96
2026-06-05T03:02:42.314422,TRAIN_026,SECTION_B,225.26,48.21,76.81,33.94
2026-06-05T03:03:42.314422,TRAIN_042,SECTION_J,228.54,57.89,62.64,32.47
2026-06-05T03:04:42.314422,TRAIN_013,SECTION_A,227.74,41.31,73.15,37.14
2026-06-05T03:05:42.314422,TRAIN_032,SECTION_A,235.31,50.62,114.1,38.66
2026-06-05T03:06:42.314422,TRAIN_039,SECTION_E,237.68,42.72,110.57,39.09
2026-06-05T03:07:42.314422,TRAIN_049,SECTION_D,233.99,53.25,70.06,34.47
2026-06-05T03:08:42.314422,TRAIN_032,SECTION_A,226.83,55.85,81.97,31.65
2026-06-05T03:09:42.314422,TRAIN_004,SECTION_D,228.66,52.84,78.65,41.44
2026-06-05T03:10:42.314422,TRAIN_030,SECTION_C,222.87,55.89,68.86,44.17
2026-06-05T03:11:42.314422,TRAIN_037,SECTION_B,223.36,52.15,97.33,42.28
2026-06-05T03:12:42.314422,TRAIN_023,SECTION_I,223.29,43.8,93.44,38.65
2026-06-05T03:13:42.314422,TRAIN_039,SECTION_A,222.61,47.65,85.62,32.2
2026-06-05T03:14:42.314422,TRAIN_045,SECTION_G,223.59,59.14,111.33,37.45
2026-06-05T03:15:42.314422,TRAIN_015,SECTION_D,224.05,45.76,97.18,27.02
2026-06-05T03:16:42.314422,TRAIN_043,SECTION_E,222.24,41.26,75.56,35.68
2026-06-05T03:17:42.314422,TRAIN_029,SECTION_J,232.81,47.7,82.42,40.62
2026-06-05T03:18:42.314422,TRAIN_036,SECTION_E,239.81,47.33,69.01,30.02
2026-06-05T03:19:42.314422,TRAIN_013,SECTION_A,237.58,49.41,95.48,35.03
2026-06-05T03:20:42.314422,TRAIN_032,SECTION_F,220.91,51.21,95.2,26.47
2026-06-05T03:21:42.314422,TRAIN_007,SECTION_I,228.46,59.85,112.21,41.77
2026-06-05T03:22:42.314422,TRAIN_022,SECTION_B,237.19,55.12,111.35,32.0
2026-06-05T03:23:42.314422,TRAIN_028,SECTION_G,222.69,40.72,110.22,36.64
2026-06-05T03:24:42.314422,TRAIN_002,SECTION_F,236.95,54.25,92.94,32.57
2026-06-05T03:25:42.314422,TRAIN_042,SECTION_E,231.85,56.48,99.12,36.95
2026-06-05T03:26:42.314422,TRAIN_045,SECTION_D,238.63,57.91,106.53,39.88
2026-06-05T03:27:42.314422,TRAIN_006,SECTION_D,237.52,48.48,65.5,31.54
2026-06-05T03:28:42.314422,TRAIN_028,SECTION_F,233.54,46.27,78.04,35.39
2026-06-05T03:29:42.314422,TRAIN_028,SECTION_D,233.16,56.79,70.15,40.9
2026-06-05T03:30:42.314422,TRAIN_044,SECTION_E,224.26,55.55,90.69,38.76
2026-06-05T03:31:42.314422,TRAIN_044,SECTION_F,222.34,50.72,110.26,26.14
2026-06-05T03:32:42.314422,TRAIN_020,SECTION_E,228.31,42.36,73.84,36.38
2026-06-05T03:33:42.314422,TRAIN_030,SECTION_G,223.73,53.04,103.85,32.53
2026-06-05T03:34:42.314422,TRAIN_011,SECTION_I,222.05,41.31,84.35,39.18
2026-06-05T03:35:42.314422,TRAIN_028,SECTION_J,226.05,42.01,114.18,25.33
2026-06-05T03:36:42.314422,TRAIN_025,SECTION_G,237.21,46.62,97.61,31.61
2026-06-05T03:37:42.314422,TRAIN_039,SECTION_G,220.34,47.42,118.59,26.73
2026-06-05T03:38:42.314422,TRAIN_033,SECTION_D,225.85,49.24,74.74,43.41
2026-06-05T03:39:42.314422,TRAIN_001,SECTION_A,228.48,46.78,115.44,42.53
2026-06-05T03:40:42.314422,TRAIN_027,SECTION_H,230.21,40.68,81.42,44.36
2026-06-05T03:41:42.314422,TRAIN_013,SECTION_D,223.63,43.15,97.32,37.87
2026-06-05T03:42:42.314422,TRAIN_041,SECTION_A,239.28,42.3,70.47,41.14
2026-06-05T03:43:42.314422,TRAIN_003,SECTION_E,231.58,48.62,105.59,37.24
2026-06-05T03:44:42.314422,TRAIN_039,SECTION_H,230.44,44.24,118.7,34.84
2026-06-05T03:45:42.314422,TRAIN_006,SECTION_D,220.18,45.87,107.25,41.68
2026-06-05T03:46:42.314422,TRAIN_008,SECTION_H,229.71,49.43,96.95,40.52
2026-06-05T03:47:42.314422,TRAIN_027,SECTION_H,236.75,44.71,86.89,39.67
2026-06-05T03:48:42.314422,TRAIN_009,SECTION_C,224.39,44.92,80.71,42.88
2026-06-05T03:49:42.314422,TRAIN_037,SECTION_I,227.02,56.66,85.14,43.57
2026-06-05T03:50:42.314422,TRAIN_033,SECTION_C,220.41,50.96,79.7,33.91
2026-06-05T03:51:42.314422,TRAIN_042,SECTION_A,239.54,57.14,109.96,30.66
2026-06-05T03:52:42.314422,TRAIN_044,SECTION_B,221.33,50.29,113.59,35.24
2026-06-05T03:53:42.314422,TRAIN_024,SECTION_F,237.96,58.19,116.98,26.86
2026-06-05T03:54:42.314422,TRAIN_015,SECTION_J,226.26,45.09,85.1,43.76
2026-06-05T03:55:42.314422,TRAIN_032,SECTION_B,231.75,52.33,92.77,44.68
2026-06-05T03:56:42.314422,TRAIN_032,SECTION_F,233.59,50.06,94.61,38.05
2026-06-05T03:57:42.314422,TRAIN_024,SECTION_A,222.82,58.37,99.07,39.92
2026-06-05T03:58:42.314422,TRAIN_041,SECTION_A,228.88,48.37,60.15,31.47
2026-06-05T03:59:42.314422,TRAIN_049,SECTION_E,226.51,57.1,110.56,42.33
2026-06-05T04:00:42.314422,TRAIN_049,SECTION_J,271.4,51.28,76.09,43.01
2026-06-05T04:01:42.314422,TRAIN_012,SECTION_I,236.66,54.17,88.33,26.54
2026-06-05T04:02:42.314422,TRAIN_039,SECTION_H,220.9,57.74,110.49,27.63
2026-06-05T04:03:42.314422,TRAIN_002,SECTION_C,233.07,59.94,119.81,30.22
2026-06-05T04:04:42.314422,TRAIN_003,SECTION_C,226.28,54.62,107.69,39.07
2026-06-05T04:05:42.314422,TRAIN_049,SECTION_A,223.84,46.29,61.49,28.67
2026-06-05T04:06:42.314422,TRAIN_037,SECTION_C,233.34,45.98,82.13,29.4
2026-06-05T04:07:42.314422,TRAIN_049,SECTION_A,231.49,46.18,74.83,32.64
2026-06-05T04:08:42.314422,TRAIN_017,SECTION_H,226.31,41.96,117.85,37.23
2026-06-05T04:09:42.314422,TRAIN_049,SECTION_A,230.26,41.07,75.85,44.53
2026-06-05T04:10:42.314422,TRAIN_002,SECTION_E,224.92,51.62,116.6,40.68
2026-06-05T04:11:42.314422,TRAIN_002,SECTION_I,237.27,56.21,116.25,36.17
2026-06-05T04:12:42.314422,TRAIN_028,SECTION_G,226.28,40.72,110.36,25.99
2026-06-05T04:13:42.314422,TRAIN_023,SECTION_D,224.9,51.33,65.88,35.34
2026-06-05T04:14:42.314422,TRAIN_037,SECTION_I,235.04,47.44,60.12,29.08
2026-06-05T04:15:42.314422,TRAIN_032,SECTION_I,220.35,57.85,107.63,31.0
2026-06-05T04:16:42.314422,TRAIN_033,SECTION_B,225.36,42.91,110.6,30.02
2026-06-05T04:17:42.314422,TRAIN_001,SECTION_J,182.69,65.34,131.46,70.81
2026-06-05T04:18:42.314422,TRAIN_019,SECTION_J,237.64,59.42,73.1,26.25
2026-06-05T04:19:42.314422,TRAIN_002,SECTION_F,239.01,46.9,103.99,36.54
2026-06-05T04:20:42.314422,TRAIN_044,SECTION_D,234.33,54.84,91.14,25.92
2026-06-05T04:21:42.314422,TRAIN_026,SECTION_H,229.85,57.65,79.71,38.21
2026-06-05T04:22:42.314422,TRAIN_032,SECTION_G,232.81,43.72,96.38,39.62
2026-06-05T04:23:42.314422,TRAIN_006,SECTION_G,228.28,59.85,92.89,34.72
2026-06-05T04:24:42.314422,TRAIN_032,SECTION_J,225.98,56.19,77.54,40.63
2026-06-05T04:25:42.314422,TRAIN_004,SECTION_I,239.01,42.75,76.11,44.35
2026-06-05T04:26:42.314422,TRAIN_011,SECTION_E,222.31,46.22,89.19,31.8
2026-06-05T04:27:42.314422,TRAIN_017,SECTION_F,226.93,52.5,88.44,37.38
2026-06-05T04:28:42.314422,TRAIN_038,SECTION_A,237.98,57.7,78.12,31.47
2026-06-05T04:29:42.314422,TRAIN_024,SECTION_F,234.46,43.9,75.82,33.87
2026-06-05T04:30:42.314422,TRAIN_005,SECTION_B,220.58,54.62,117.26,25.42
2026-06-05T04:31:42.314422,TRAIN_034,SECTION_F,220.46,45.41,111.74,26.49
2026-06-05T04:32:42.314422,TRAIN_006,SECTION_I,230.33,56.11,109.01,40.95
2026-06-05T04:33:42.314422,TRAIN_022,SECTION_H,229.69,53.67,72.86,27.8
2026-06-05T04:34:42.314422,TRAIN_011,SECTION_I,228.86,50.46,71.36,38.98
2026-06-05T04:35:42.314422,TRAIN_048,SECTION_J,226.05,53.0,108.56,39.18
2026-06-05T04:36:42.314422,TRAIN_016,SECTION_H,239.73,57.53,71.08,44.92
2026-06-05T04:37:42.314422,TRAIN_033,SECTION_C,225.44,47.73,90.21,38.91
2026-06-05T04:38:42.314422,TRAIN_009,SECTION_H,229.8,55.39,73.29,27.57
2026-06-05T04:39:42.314422,TRAIN_006,SECTION_F,228.1,43.18,82.68,37.53
2026-06-05T04:40:42.314422,TRAIN_016,SECTION_F,223.4,54.02,111.21,35.48
2026-06-05T04:41:42.314422,TRAIN_029,SECTION_F,224.05,55.01,113.49,43.35
2026-06-05T04:42:42.314422,TRAIN_003,SECTION_C,238.37,48.86,119.8,38.8
2026-06-05T04:43:42.314422,TRAIN_020,SECTION_J,237.17,55.87,116.63,35.37
2026-06-05T04:44:42.314422,TRAIN_036,SECTION_A,223.98,51.14,100.28,37.48
2026-06-05T04:45:42.314422,TRAIN_019,SECTION_D,237.51,58.73,85.9,33.87
2026-06-05T04:46:42.314422,TRAIN_026,SECTION_J,224.18,42.25,63.46,35.17
2026-06-05T04:47:42.314422,TRAIN_003,SECTION_F,232.53,42.62,96.49,39.45
2026-06-05T04:48:42.314422,TRAIN_019,SECTION_J,221.63,56.85,72.64,26.57
2026-06-05T04:49:42.314422,TRAIN_020,SECTION_B,237.61,56.85,111.01,37.31
2026-06-05T04:50:42.314422,TRAIN_032,SECTION_G,221.03,49.42,92.93,26.76
2026-06-05T04:51:42.314422,TRAIN_007,SECTION_G,231.1,59.28,104.01,42.1
2026-06-05T04:52:42.314422,TRAIN_041,SECTION_D,235.59,53.59,100.41,43.85
2026-06-05T04:53:42.314422,TRAIN_033,SECTION_D,222.34,59.66,80.84,40.6
2026-06-05T04:54:42.314422,TRAIN_040,SECTION_A,228.09,50.65,105.55,39.36
2026-06-05T04:55:42.314422,TRAIN_039,SECTION_B,220.84,44.03,110.6,43.87
2026-06-05T04:56:42.314422,TRAIN_018,SECTION_I,233.66,48.89,104.65,29.37
2026-06-05T04:57:42.314422,TRAIN_040,SECTION_J,226.15,59.61,106.61,29.58
2026-06-05T04:58:42.314422,TRAIN_001,SECTION_H,231.19,47.41,81.6,34.62
2026-06-05T04:59:42.314422,TRAIN_011,SECTION_H,238.65,59.14,116.62,25.15
2026-06-05T05:00:42.314422,TRAIN_028,SECTION_I,226.12,55.94,85.47,44.3
2026-06-05T05:01:42.314422,TRAIN_025,SECTION_G,220.97,48.84,113.82,25.65
2026-06-05T05:02:42.314422,TRAIN_050,SECTION_I,233.51,50.84,111.47,36.92
2026-06-05T05:03:42.314422,TRAIN_023,SECTION_J,235.74,52.15,67.46,32.08
2026-06-05T05:04:42.314422,TRAIN_031,SECTION_B,239.16,53.32,117.98,27.06
2026-06-05T05:05:42.314422,TRAIN_030,SECTION_F,223.16,41.53,119.78,25.49
2026-06-05T05:06:42.314422,TRAIN_042,SECTION_C,227.84,58.67,96.37,30.25
2026-06-05T05:07:42.314422,TRAIN_035,SECTION_F,236.88,51.94,106.99,27.13
2026-06-05T05:08:42.314422,TRAIN_007,SECTION_C,236.14,58.62,116.02,43.81
2026-06-05T05:09:42.314422,TRAIN_016,SECTION_H,232.5,52.64,61.2,29.9
2026-06-05T05:10:42.314422,TRAIN_026,SECTION_D,225.39,48.62,115.8,26.88
2026-06-05T05:11:42.314422,TRAIN_048,SECTION_J,225.68,51.34,97.64,40.39
2026-06-05T05:12:42.314422,TRAIN_049,SECTION_F,222.48,56.59,109.71,33.29
2026-06-05T05:13:42.314422,TRAIN_002,SECTION_I,238.44,46.52,92.44,41.87
2026-06-05T05:14:42.314422,TRAIN_001,SECTION_B,223.46,59.13,91.83,41.77
2026-06-05T05:15:42.314422,TRAIN_048,SECTION_B,231.46,49.32,113.85,44.85
2026-06-05T05:16:42.314422,TRAIN_012,SECTION_G,231.69,59.12,90.45,41.08
2026-06-05T05:17:42.314422,TRAIN_005,SECTION_B,227.39,57.62,88.31,29.28
2026-06-05T05:18:42.314422,TRAIN_037,SECTION_B,227.05,55.35,96.49,36.73
2026-06-05T05:19:42.314422,TRAIN_032,SECTION_D,233.37,49.35,91.11,35.53
2026-06-05T05:20:42.314422,TRAIN_009,SECTION_I,227.77,51.74,86.78,35.16
2026-06-05T05:21:42.314422,TRAIN_041,SECTION_H,225.1,56.76,70.83,30.94
2026-06-05T05:22:42.314422,TRAIN_035,SECTION_B,227.98,50.88,83.84,29.2
2026-06-05T05:23:42.314422,TRAIN_019,SECTION_H,236.15,54.76,76.92,39.34
2026-06-05T05:24:42.314422,TRAIN_048,SECTION_D,239.33,55.81,84.03,27.04
2026-06-05T05:25:42.314422,TRAIN_016,SECTION_B,232.72,50.26,95.59,25.99
2026-06-05T05:26:42.314422,TRAIN_003,SECTION_J,235.64,50.72,96.53,32.62
2026-06-05T05:27:42.314422,TRAIN_020,SECTION_G,230.66,43.96,74.32,39.88
2026-06-05T05:28:42.314422,TRAIN_024,SECTION_F,232.5,44.89,65.07,42.37
2026-06-05T05:29:42.314422,TRAIN_033,SECTION_J,239.76,58.1,104.67,35.8
